ID,UTM_E,UTM_N
996,425058.3018,8760796.392
997,425057.7318,8760797.242
998,425057.1618,8760798.092
999,425056.5918,8760798.942
1000,425056.0218,8760799.792
1001,425055.4518,8760800.642
1002,425054.8818,8760801.492
1003,425054.3118,8760802.342
1004,425053.7418,8760803.192
1005,425053.1718,8760804.042
1006,425052.6018,8760804.892
1007,425052.0318,8760805.742
1008,425051.4618,8760806.592
1009,425050.8918,8760807.442
1010,425050.3218,8760808.292
1011,425049.7518,8760809.142
1012,425049.1818,8760809.992
1013,425048.6118,8760810.842
1014,425048.0418,8760811.692
1015,425047.4718,8760812.542
1016,425046.9018,8760813.392
1017,425046.3318,8760814.242
1018,425045.7618,8760815.092
1019,425045.1918,8760815.942
1020,425044.6218,8760816.792
1021,425044.0518,8760817.642
1022,425043.4818,8760818.492
1023,425042.9118,8760819.342
1024,425042.3418,8760820.192
1025,425041.7718,8760821.042
1026,425041.2018,8760821.892
1027,425040.6318,8760822.742
1028,425040.0618,8760823.592
1029,425039.4918,8760824.442
1030,425038.9218,8760825.292
1031,425038.3518,8760826.142
1032,425037.7818,8760826.992
1033,425037.2118,8760827.842
1034,425036.6418,8760828.692
1035,425036.0718,8760829.542
1036,425035.5018,8760830.392
1037,425034.9318,8760831.242
1038,425034.3618,8760832.092
1039,425033.7918,8760832.942
1040,425033.2218,8760833.792
1041,425032.6518,8760834.642
1042,425032.0818,8760835.492
1043,425031.5118,8760836.342
1044,425030.9418,8760837.192
1045,425030.3718,8760838.042
1046,425029.8018,8760838.892
1047,425029.2318,8760839.742
1048,425028.6618,8760840.592
1049,425028.0918,8760841.442
1050,425027.5218,8760842.292
1051,425026.9518,8760843.142
1052,425026.3818,8760843.992
1053,425025.8118,8760844.842
1054,425025.2418,8760845.692
1055,425024.6718,8760846.542
1056,425024.1018,8760847.392
1057,425023.5318,8760848.242
1058,425022.9618,8760849.092
1059,425022.3918,8760849.942
1060,425021.8218,8760850.792
1061,425021.2518,8760851.642
1062,425020.6818,8760852.492
1063,425020.1118,8760853.342
1064,425019.5418,8760854.192
1065,425018.9718,8760855.042
1066,425018.4018,8760855.892
1067,425017.8318,8760856.742
1068,425017.2618,8760857.592
1069,425016.6918,8760858.442
1070,425016.1218,8760859.292
1071,425015.5518,8760860.142
1072,425014.9818,8760860.992
1073,425014.4118,8760861.842
1074,425013.8418,8760862.692
1075,425013.2718,8760863.542
1076,425012.7018,8760864.392
1077,425012.1318,8760865.242
1078,425005.8618,8760874.592
1079,425005.2918,8760875.442
1080,425004.7218,8760876.292
1081,425004.1518,8760877.142
1082,425003.5818,8760877.992
1083,425003.0118,8760878.842
1084,425002.4418,8760879.692
1085,425001.8718,8760880.542
1086,425001.3018,8760881.392
1087,425000.7318,8760882.242
1088,425000.1618,8760883.092
1089,424999.5918,8760883.942
1090,424999.0218,8760884.792
1091,424998.4518,8760885.642
1092,424997.8818,8760886.492
1093,424997.3118,8760887.342
1094,424996.7418,8760888.192
1095,424996.1718,8760889.042
1096,424995.6018,8760889.892
1097,424995.0318,8760890.742
1098,424994.4618,8760891.592
1099,424993.8918,8760892.442
1100,424993.3218,8760893.292
1101,424992.7518,8760894.142
1102,424992.1818,8760894.992
1103,424991.6118,8760895.842
1104,424991.0418,8760896.692
1105,424990.4718,8760897.542
1106,424989.9018,8760898.392
1107,424989.3318,8760899.242
1108,424988.7618,8760900.092
1109,424988.1918,8760900.942
1110,424987.6218,8760901.792
1111,424987.0518,8760902.642
1112,424986.4818,8760903.492
1113,424985.9118,8760904.342
1114,424985.3418,8760905.192
1115,424984.7718,8760906.042
1116,424984.2018,8760906.892
1117,424983.6318,8760907.742
1118,424983.0618,8760908.592
1119,424982.4918,8760909.442
1120,424981.9218,8760910.292
1121,424981.3518,8760911.142
1122,424980.7818,8760911.992
1123,424980.2118,8760912.842
1124,424979.6418,8760913.692
1125,424979.0718,8760914.542
1126,424978.5018,8760915.392
1127,424977.9318,8760916.242
1128,424977.3618,8760917.092
1129,424976.7918,8760917.942
1130,424976.2218,8760918.792
1131,424975.6518,8760919.642
1132,424975.0818,8760920.492
1133,424974.5118,8760921.342
1134,424973.9418,8760922.192
1135,424973.3718,8760923.042
1136,424972.8018,8760923.892
1137,424972.2318,8760924.742
1138,424971.6618,8760925.592
1139,424971.0918,8760926.442
1140,424970.5218,8760927.292
1141,424969.9518,8760928.142
1142,424969.3818,8760928.992
1143,424968.8118,8760929.842
1144,424968.2418,8760930.692
1145,424967.6718,8760931.542
1146,424967.1018,8760932.392
1147,424966.5318,8760933.242
1148,424965.9618,8760934.092
1149,424965.3918,8760934.942
1150,424964.8218,8760935.792
1151,424964.2518,8760936.642
1152,424963.6818,8760937.492
1153,424963.1118,8760938.342
1154,424962.5418,8760939.192
1155,428560.3242,8756471.694
1156,428561.0542,8756471.004
1157,428561.7842,8756470.314
1158,428562.5142,8756469.624
1159,428563.2442,8756468.934
1160,428563.9742,8756468.244
1161,428564.7042,8756467.554
1162,428565.4342,8756466.864
1163,428566.1642,8756466.174
1164,428566.8942,8756465.484
1165,428567.6242,8756464.794
1166,428568.3542,8756464.104
1167,428569.0842,8756463.414
1168,428569.8142,8756462.724
1169,428570.5442,8756462.034
1170,428571.2742,8756461.344
1171,428572.0042,8756460.654
1172,428572.7342,8756459.964
1173,428573.4642,8756459.274
1174,428574.1942,8756458.584
1175,428574.9242,8756457.894
1176,428575.6542,8756457.204
1177,428576.3842,8756456.514
1178,428577.1142,8756455.824
1179,428577.8442,8756455.134
1180,428578.5742,8756454.444
1181,428579.3042,8756453.754
1182,428580.0342,8756453.064
1183,428580.7642,8756452.374
1184,428581.4942,8756451.684
1185,428582.2242,8756450.994
1186,428582.9542,8756450.304
1187,428583.6842,8756449.614
1188,428584.4142,8756448.924
1189,428585.1442,8756448.234
1190,428585.8742,8756447.544
1191,428586.6042,8756446.854
1192,428587.3342,8756446.164
1193,428588.0642,8756445.474
1194,428588.7942,8756444.784
1195,428589.5242,8756444.094
1196,428590.2542,8756443.404
1197,428590.9842,8756442.714
1198,428591.7142,8756442.024
1199,428592.4442,8756441.334
1200,428593.1742,8756440.644
1201,428593.9042,8756439.954
1202,428594.6342,8756439.264
1203,428595.3642,8756438.574
1204,428596.0942,8756437.884
1205,428596.8242,8756437.194
1206,428597.5542,8756436.504
1207,428598.2842,8756435.814
1208,428599.0142,8756435.124
1209,428599.7442,8756434.434
1210,428600.4742,8756433.744
1211,428601.2042,8756433.054
1212,428601.9342,8756432.364
1213,428602.6642,8756431.674
1214,428603.3942,8756430.984
1215,428604.1242,8756430.294
1216,428604.8542,8756429.604
1217,428605.5842,8756428.914
1218,428606.3142,8756428.224
1219,428607.0442,8756427.534
1220,428607.7742,8756426.844
1221,428608.5042,8756426.154
1222,428609.2342,8756425.464
1223,428609.9642,8756424.774
1224,428610.6942,8756424.084
1225,428611.4242,8756423.394
1226,428612.1542,8756422.704
1227,428612.8842,8756422.014
1228,428613.6142,8756421.324
1229,428614.3442,8756420.634
1230,428615.0742,8756419.944
1231,428615.8042,8756419.254
1232,428616.5342,8756418.564
1233,428617.2642,8756417.874
1234,428617.9942,8756417.184
1235,428618.7242,8756416.494
1236,428619.4542,8756415.804
1237,428620.1842,8756415.114
1238,428620.9142,8756414.424
1239,428621.6442,8756413.734
1240,428622.3742,8756413.044
1241,428623.1042,8756412.354
1242,428623.8342,8756411.664
1243,428624.5642,8756410.974
1244,428625.2942,8756410.284
1245,428626.0242,8756409.594
1246,428626.7542,8756408.904
1247,428627.4842,8756408.214
1248,428628.2142,8756407.524
1249,428628.9442,8756406.834
1250,428629.6742,8756406.144
1251,428630.4042,8756405.454
1252,428631.1342,8756404.764
1253,428631.8642,8756404.074
1254,428632.5942,8756403.384
1255,428633.3242,8756402.694
1256,428634.0542,8756402.004
1257,428634.7842,8756401.314
1258,428635.5142,8756400.624
1259,428636.2442,8756399.934
1260,428636.9742,8756399.244
1261,428637.7042,8756398.554
1262,428638.4342,8756397.864
1263,428639.1642,8756397.174
1264,428639.8942,8756396.484
1265,428640.6242,8756395.794
1266,428641.3542,8756395.104
1267,428642.0842,8756394.414
1268,428642.8142,8756393.724
1269,428643.5442,8756393.034
1270,428644.2742,8756392.344
1271,428645.0042,8756391.654
1272,428645.7342,8756390.964
1273,428646.4642,8756390.274
1274,428647.1942,8756389.584
1275,428647.9242,8756388.894
1276,428648.6542,8756388.204
1277,428649.3842,8756387.514
1278,428650.1142,8756386.824
1279,428650.8442,8756386.134
1280,428651.5742,8756385.444
1281,428652.3042,8756384.754
1282,428653.0342,8756384.064
1283,428653.7642,8756383.374
1284,428654.4942,8756382.684
1285,428655.2242,8756381.994
1286,428655.9542,8756381.304
1287,428656.6842,8756380.614
1288,428657.4142,8756379.924
1289,428658.1442,8756379.234
1290,428658.8742,8756378.544
1291,428659.6042,8756377.854
1292,428660.3342,8756377.164
1293,428661.0642,8756376.474
1294,428661.7942,8756375.784
1295,428662.5242,8756375.094
1296,428663.2542,8756374.404
1297,428663.9842,8756373.714
1298,428664.7142,8756373.024
1299,428665.4442,8756372.334
1300,428666.1742,8756371.644
1301,428666.9042,8756370.954
1302,428667.6342,8756370.264
1303,428668.3642,8756369.574
1304,428669.0942,8756368.884
1305,428669.8242,8756368.194
1306,428670.5542,8756367.504
1307,428671.2842,8756366.814
1308,428672.0142,8756366.124
1309,428672.7442,8756365.434
1310,428673.4742,8756364.744
1311,428674.2042,8756364.054
1312,428674.9342,8756363.364
1313,428675.6642,8756362.674
1314,428676.3942,8756361.984
1315,428677.1242,8756361.294
1316,428677.8542,8756360.604
1317,428678.5842,8756359.914
1318,428679.3142,8756359.224
1319,428680.0442,8756358.534
1320,428680.7742,8756357.844
1321,428681.5042,8756357.154
1322,428682.2342,8756356.464
1323,428682.9642,8756355.774
1324,428683.6942,8756355.084
1325,428684.4242,8756354.394
1326,428685.1542,8756353.704
1327,428685.8842,8756353.014
1328,428686.6142,8756352.324
1329,428687.3442,8756351.634
1330,428688.0742,8756350.944
1331,428688.8042,8756350.254
1332,428689.5342,8756349.564
1333,428690.2642,8756348.874
1334,428690.9942,8756348.184
1335,428691.7242,8756347.494
1336,428692.4542,8756346.804
1337,428693.1842,8756346.114
1338,428693.9142,8756345.424
1339,428694.6442,8756344.734
1340,428695.3742,8756344.044
1341,428696.1042,8756343.354
1342,428696.8342,8756342.664
1343,428697.5642,8756341.974
1344,428698.2942,8756341.284
1345,428699.0242,8756340.594
1346,428699.7542,8756339.904
1347,428700.4842,8756339.214
1348,428701.2142,8756338.524
1349,428701.9442,8756337.834
1350,428702.6742,8756337.144
1351,428703.4042,8756336.454
1352,428704.1342,8756335.764
1353,428704.8642,8756335.074
1354,428705.5942,8756334.384
1355,430612.2254,8755588.934
1356,430613.2054,8755588.734
1357,430614.1854,8755588.534
1358,430615.1654,8755588.334
1359,430616.1454,8755588.134
1360,430617.1254,8755587.934
1361,430618.1054,8755587.734
1362,430619.0854,8755587.534
1363,430620.0654,8755587.334
1364,430621.0454,8755587.134
1365,430622.0254,8755586.934
1366,430623.0054,8755586.734
1367,430623.9854,8755586.534
1368,430624.9654,8755586.334
1369,430625.9454,8755586.134
1370,430626.9254,8755585.934
1371,430627.9054,8755585.734
1372,430628.8854,8755585.534
1373,430629.8654,8755585.334
1374,430630.8454,8755585.134
1375,430631.8254,8755584.934
1376,430632.8054,8755584.734
1377,430633.7854,8755584.534
1378,430634.7654,8755584.334
1379,430635.7454,8755584.134
1380,430636.7254,8755583.934
1381,430637.7054,8755583.734
1382,430638.6854,8755583.534
1383,430639.6654,8755583.334
1384,430640.6454,8755583.134
1385,430641.6254,8755582.934
1386,430642.6054,8755582.734
1387,430643.5854,8755582.534
1388,430644.5654,8755582.334
1389,430645.5454,8755582.134
1390,430646.5254,8755581.934
1391,430647.5054,8755581.734
1392,430648.4854,8755581.534
1393,430649.4654,8755581.334
1394,430650.4454,8755581.134
1395,430651.4254,8755580.934
1396,430652.4054,8755580.734
1397,430653.3854,8755580.534
1398,430654.3654,8755580.334
1399,430655.3454,8755580.134
1400,430656.3254,8755579.934
1401,430657.3054,8755579.734
1402,430658.2854,8755579.534
1403,430659.2654,8755579.334
1404,430660.2454,8755579.134
1405,430661.2254,8755578.934
1406,430662.2054,8755578.734
1407,430663.1854,8755578.534
1408,430664.1654,8755578.334
1409,430665.1454,8755578.134
1410,430666.1254,8755577.934
1411,430667.1054,8755577.734
1412,430668.0854,8755577.534
1413,430669.0654,8755577.334
1414,430670.0454,8755577.134
1415,430671.0254,8755576.934
1416,430672.0054,8755576.734
1417,430672.9854,8755576.534
1418,430673.9654,8755576.334
1419,430674.9454,8755576.134
1420,430675.9254,8755575.934
1421,430676.9054,8755575.734
1422,430677.8854,8755575.534
1423,430678.8654,8755575.334
1424,430679.8454,8755575.134
1425,430680.8254,8755574.934
1426,430681.8054,8755574.734
1427,430682.7854,8755574.534
1428,430683.7654,8755574.334
1429,430684.7454,8755574.134
1430,427509.6398,8757310.243
1431,427508.8248,8757310.793
1432,427508.0098,8757311.343
1433,427507.1948,8757311.893
1434,427506.3798,8757312.443
1435,427505.5648,8757312.993
1436,427504.7498,8757313.543
1437,427503.9348,8757314.093
1438,427503.1198,8757314.643
1439,427502.3048,8757315.193
1440,427501.4898,8757315.743
1441,427500.6748,8757316.293
1442,427499.8598,8757316.843
1443,427499.0448,8757317.393
1444,427498.2298,8757317.943
1445,427497.4148,8757318.493
1446,427496.5998,8757319.043
1447,427495.7848,8757319.593
1448,427494.9698,8757320.143
1449,427494.1548,8757320.693
1450,427493.3398,8757321.243
1451,427492.5248,8757321.793
1452,427491.7098,8757322.343
1453,427490.8948,8757322.893
1454,427490.0798,8757323.443
1455,427489.2648,8757323.993
1456,427488.4498,8757324.543
1457,427487.6348,8757325.093
1458,427486.8198,8757325.643
1459,427486.0048,8757326.193
1460,427485.1898,8757326.743
1461,427484.3748,8757327.293
1462,427483.5598,8757327.843
1463,427482.7448,8757328.393
1464,427481.9298,8757328.943
1465,427481.1148,8757329.493
1466,427480.2998,8757330.043
1467,427479.4848,8757330.593
1468,427478.6698,8757331.143
1469,427477.8548,8757331.693
1470,427477.0398,8757332.243
1471,427476.2248,8757332.793
1472,427475.4098,8757333.343
1473,427474.5948,8757333.893
1474,427473.7798,8757334.443
1475,427472.9648,8757334.993
1476,427472.1498,8757335.543
1477,427471.3348,8757336.093
1478,427470.5198,8757336.643
1479,427469.7048,8757337.193
1480,427468.8898,8757337.743
1481,427468.0748,8757338.293
1482,427467.2598,8757338.843
1483,427466.4448,8757339.393
1484,427465.6298,8757339.943
1485,427464.8148,8757340.493
1486,427463.9998,8757341.043
1487,427463.1848,8757341.593
1488,427462.3698,8757342.143
1489,427461.5548,8757342.693
1490,427460.7398,8757343.243
1491,427459.9248,8757343.793
1492,427459.1098,8757344.343
1493,427458.2948,8757344.893
1494,427457.4798,8757345.443
1495,427456.6648,8757345.993
1496,427455.8498,8757346.543
1497,427455.0348,8757347.093
1498,427454.2198,8757347.643
1499,427453.4048,8757348.193
1500,427452.5898,8757348.743
1501,427451.7748,8757349.293
1502,427450.9598,8757349.843
1503,427450.1448,8757350.393
1504,427449.3298,8757350.943
1505,427448.5148,8757351.493
1506,427447.6998,8757352.043
1507,427446.8848,8757352.593
1508,427446.0698,8757353.143
1509,427445.2548,8757353.693
1510,427444.4398,8757354.243
1511,427443.6248,8757354.793
1512,427442.8098,8757355.343
1513,427441.9948,8757355.893
1514,427441.1798,8757356.443
1515,427440.3648,8757356.993
1516,427439.5498,8757357.543
1517,427438.7348,8757358.093
1518,427437.9198,8757358.643
1519,427437.1048,8757359.193
1520,427436.2898,8757359.743
1521,427435.4748,8757360.293
1522,427434.6598,8757360.843
1523,427433.8448,8757361.393
1524,427433.0298,8757361.943
1525,427432.2148,8757362.493
1526,427431.3998,8757363.043
1527,427430.5848,8757363.593
1528,427429.7698,8757364.143
1529,427428.9548,8757364.693
1530,427428.1398,8757365.243
1531,427427.3248,8757365.793
1532,427426.5098,8757366.343
1533,427425.6948,8757366.893
1534,427424.8798,8757367.443
1535,427424.0648,8757367.993
1536,427423.2498,8757368.543
1537,427398.7998,8757385.043
1538,427397.9848,8757385.593
1539,427397.1698,8757386.143
1540,427396.3548,8757386.693
1541,427395.5398,8757387.243
1542,427394.7248,8757387.793
1543,427393.9098,8757388.343
1544,427393.0948,8757388.893
1545,427392.2798,8757389.443
1546,427391.4648,8757389.993
1547,427390.6498,8757390.543
1548,427389.8348,8757391.093
1549,427389.0198,8757391.643
1550,427388.2048,8757392.193
1551,427387.3898,8757392.743
1552,427386.5748,8757393.293
1553,427385.7598,8757393.843
1554,427384.9448,8757394.393
1555,427384.1298,8757394.943
1556,427383.3148,8757395.493
1557,427382.4998,8757396.043
1558,427381.6848,8757396.593
1559,427380.8698,8757397.143
1560,427380.0548,8757397.693
1561,427379.2398,8757398.243
1562,427378.4248,8757398.793
1563,427377.6098,8757399.343
1564,427376.7948,8757399.893
1565,427375.9798,8757400.443
1566,427358.8648,8757411.993
1567,427358.0498,8757412.543
1568,427357.2348,8757413.093
1569,427356.4198,8757413.643
1570,427355.6048,8757414.193
1571,427354.7898,8757414.743
1572,427353.9748,8757415.293
1573,427353.1598,8757415.843
1574,427352.3448,8757416.393
1575,427351.5298,8757416.943
1576,427350.7148,8757417.493
1577,427349.8998,8757418.043
1578,427349.0848,8757418.593
1579,427348.2698,8757419.143
1580,427347.4548,8757419.693
1581,426844.4195,8757810.65
1582,426843.7495,8757811.4
1583,426843.0795,8757812.15
1584,426842.4095,8757812.9
1585,426841.7395,8757813.65
1586,426841.0695,8757814.4
1587,426840.3995,8757815.15
1588,426839.7295,8757815.9
1589,426839.0595,8757816.65
1590,426838.3895,8757817.4
1591,426837.7195,8757818.15
1592,426837.0495,8757818.9
1593,426836.3795,8757819.65
1594,426835.7095,8757820.4
1595,426835.0395,8757821.15
1596,426834.3695,8757821.9
1597,426833.6995,8757822.65
1598,426833.0295,8757823.4
1599,426832.3595,8757824.15
1600,426831.6895,8757824.9
1601,426831.0195,8757825.65
1602,426830.3495,8757826.4
