ID,Year,UTM_E,UTM_N,Location_Valley
12531,2015,427734.5683,8742547.442,Sarsoyra
12532,2015,427735.3733,8742548.042,Sarsoyra
12533,2015,427736.1783,8742548.642,Sarsoyra
12534,2015,427736.9833,8742549.242,Sarsoyra
12535,2015,427737.7883,8742549.842,Sarsoyra
12536,2015,513981.9009,8689280.461,Adventdalen
12537,2015,513981.6859,8689281.461,Adventdalen
12538,2015,513981.4709,8689282.461,Adventdalen
12539,2015,513981.2559,8689283.461,Adventdalen
12540,2015,513981.0409,8689284.461,Adventdalen
12541,2015,513980.8259,8689285.461,Adventdalen
12542,2015,513980.6109,8689286.461,Adventdalen
12543,2015,513980.3959,8689287.461,Adventdalen
12544,2015,513980.1809,8689288.461,Adventdalen
12545,2015,513979.9659,8689289.461,Adventdalen
12546,2015,513979.7509,8689290.461,Adventdalen
12547,2015,513979.5359,8689291.461,Adventdalen
12548,2015,513979.3209,8689292.461,Adventdalen
12549,2015,513979.1059,8689293.461,Adventdalen
12550,2015,513978.8909,8689294.461,Adventdalen
12551,2015,513978.6759,8689295.461,Adventdalen
12552,2015,513978.4609,8689296.461,Adventdalen
12553,2015,513978.2459,8689297.461,Adventdalen
12554,2015,513978.0309,8689298.461,Adventdalen
12555,2015,513977.8159,8689299.461,Adventdalen
12556,2015,513977.6009,8689300.461,Adventdalen
12557,2015,513977.3859,8689301.461,Adventdalen
12558,2015,513977.1709,8689302.461,Adventdalen
12559,2015,513976.9559,8689303.461,Adventdalen
12560,2015,513976.7409,8689304.461,Adventdalen
12561,2015,513976.5259,8689305.461,Adventdalen
12562,2015,513976.3109,8689306.461,Adventdalen
12563,2015,513976.0959,8689307.461,Adventdalen
12564,2015,513975.8809,8689308.461,Adventdalen
12565,2015,513975.6659,8689309.461,Adventdalen
12566,2015,513975.4509,8689310.461,Adventdalen
12567,2015,513975.2359,8689311.461,Adventdalen
12568,2015,513975.0209,8689312.461,Adventdalen
12569,2015,513974.8059,8689313.461,Adventdalen
12570,2015,513974.5909,8689314.461,Adventdalen
12571,2015,513974.3759,8689315.461,Adventdalen
12572,2015,513974.1609,8689316.461,Adventdalen
12573,2015,513973.9459,8689317.461,Adventdalen
12574,2015,513973.7309,8689318.461,Adventdalen
12575,2015,513973.5159,8689319.461,Adventdalen
12576,2015,513973.3009,8689320.461,Adventdalen
12577,2015,513973.0859,8689321.461,Adventdalen
12578,2015,513972.8709,8689322.461,Adventdalen
12579,2015,513972.6559,8689323.461,Adventdalen
12580,2015,513972.4409,8689324.461,Adventdalen
12581,2015,513972.2259,8689325.461,Adventdalen
12582,2015,513972.0109,8689326.461,Adventdalen
12583,2015,513971.7959,8689327.461,Adventdalen
12584,2015,513971.5809,8689328.461,Adventdalen
12585,2015,513971.3659,8689329.461,Adventdalen
12586,2015,513971.1509,8689330.461,Adventdalen
12587,2015,513970.9359,8689331.461,Adventdalen
12588,2015,513970.7209,8689332.461,Adventdalen
12589,2015,513970.5059,8689333.461,Adventdalen
12590,2015,513970.2909,8689334.461,Adventdalen
12591,2015,513970.0759,8689335.461,Adventdalen
12592,2015,513969.8609,8689336.461,Adventdalen
12593,2015,513969.6459,8689337.461,Adventdalen
12594,2015,513969.4309,8689338.461,Adventdalen
12595,2015,513969.2159,8689339.461,Adventdalen
12596,2015,513969.0009,8689340.461,Adventdalen
12597,2015,513968.7859,8689341.461,Adventdalen
12598,2015,513968.5709,8689342.461,Adventdalen
12599,2015,513968.3559,8689343.461,Adventdalen
12600,2015,513968.1409,8689344.461,Adventdalen
12601,2015,513967.9259,8689345.461,Adventdalen
12602,2015,513967.7109,8689346.461,Adventdalen
12603,2015,513967.4959,8689347.461,Adventdalen
12604,2015,513967.2809,8689348.461,Adventdalen
12605,2015,513967.0659,8689349.461,Adventdalen
12606,2015,513966.8509,8689350.461,Adventdalen
12607,2015,513966.6359,8689351.461,Adventdalen
12608,2015,513966.4209,8689352.461,Adventdalen
12609,2015,513966.2059,8689353.461,Adventdalen
12610,2015,513965.9909,8689354.461,Adventdalen
12611,2015,513965.7759,8689355.461,Adventdalen
12612,2015,513965.5609,8689356.461,Adventdalen
12613,2015,513965.3459,8689357.461,Adventdalen
12614,2015,513965.1309,8689358.461,Adventdalen
12615,2015,513964.9159,8689359.461,Adventdalen
12616,2015,513964.7009,8689360.461,Adventdalen
12617,2015,513964.4859,8689361.461,Adventdalen
12618,2015,513964.2709,8689362.461,Adventdalen
12619,2015,513964.0559,8689363.461,Adventdalen
12620,2015,513963.8409,8689364.461,Adventdalen
12621,2015,513963.6259,8689365.461,Adventdalen
12622,2015,513963.4109,8689366.461,Adventdalen
12623,2015,513963.1959,8689367.461,Adventdalen
12624,2015,513962.9809,8689368.461,Adventdalen
12625,2015,513962.7659,8689369.461,Adventdalen
12626,2015,513962.5509,8689370.461,Adventdalen
12627,2015,513962.3359,8689371.461,Adventdalen
12628,2015,513962.1209,8689372.461,Adventdalen
12629,2015,513961.9059,8689373.461,Adventdalen
12630,2015,513961.6909,8689374.461,Adventdalen
12631,2015,513961.4759,8689375.461,Adventdalen
12632,2015,513961.2609,8689376.461,Adventdalen
12633,2015,513961.0459,8689377.461,Adventdalen
12634,2015,513960.8309,8689378.461,Adventdalen
12635,2015,513960.6159,8689379.461,Adventdalen
12636,2015,513960.4009,8689380.461,Adventdalen
12637,2015,513960.1859,8689381.461,Adventdalen
12638,2015,513959.9709,8689382.461,Adventdalen
12639,2015,513959.7559,8689383.461,Adventdalen
12640,2015,513959.5409,8689384.461,Adventdalen
12641,2015,513959.3259,8689385.461,Adventdalen
12642,2015,513959.1109,8689386.461,Adventdalen
12643,2015,513958.8959,8689387.461,Adventdalen
12644,2015,513958.6809,8689388.461,Adventdalen
12645,2015,513958.4659,8689389.461,Adventdalen
12646,2015,513958.2509,8689390.461,Adventdalen
12647,2015,513958.0359,8689391.461,Adventdalen
12648,2015,513957.8209,8689392.461,Adventdalen
12649,2015,513957.6059,8689393.461,Adventdalen
12650,2015,513957.3909,8689394.461,Adventdalen
12651,2015,513957.1759,8689395.461,Adventdalen
12652,2015,513956.9609,8689396.461,Adventdalen
12653,2015,513956.7459,8689397.461,Adventdalen
12654,2015,513956.5309,8689398.461,Adventdalen
12655,2015,513956.3159,8689399.461,Adventdalen
12656,2015,513956.1009,8689400.461,Adventdalen
12657,2015,513955.8859,8689401.461,Adventdalen
12658,2015,513955.6709,8689402.461,Adventdalen
12659,2015,513955.4559,8689403.461,Adventdalen
12660,2015,513955.2409,8689404.461,Adventdalen
12661,2015,513955.0259,8689405.461,Adventdalen
12662,2015,513954.8109,8689406.461,Adventdalen
12663,2015,513954.5959,8689407.461,Adventdalen
12664,2015,513954.3809,8689408.461,Adventdalen
12665,2015,513954.1659,8689409.461,Adventdalen
12666,2015,513953.9509,8689410.461,Adventdalen
12667,2015,513953.7359,8689411.461,Adventdalen
12668,2015,513953.5209,8689412.461,Adventdalen
12669,2015,513953.3059,8689413.461,Adventdalen
12670,2015,513953.0909,8689414.461,Adventdalen
12671,2015,513952.8759,8689415.461,Adventdalen
12672,2015,513952.6609,8689416.461,Adventdalen
12673,2015,513952.4459,8689417.461,Adventdalen
12674,2015,513952.2309,8689418.461,Adventdalen
12675,2015,513952.0159,8689419.461,Adventdalen
12676,2015,513951.8009,8689420.461,Adventdalen
12677,2015,513951.5859,8689421.461,Adventdalen
12678,2015,513951.3709,8689422.461,Adventdalen
12679,2015,513951.1559,8689423.461,Adventdalen
12680,2015,513950.9409,8689424.461,Adventdalen
12681,2015,513950.7259,8689425.461,Adventdalen
12682,2015,513950.5109,8689426.461,Adventdalen
12683,2015,513950.2959,8689427.461,Adventdalen
12684,2015,513950.0809,8689428.461,Adventdalen
12685,2015,513949.8659,8689429.461,Adventdalen
12686,2015,513949.6509,8689430.461,Adventdalen
12687,2015,513949.4359,8689431.461,Adventdalen
12688,2015,513949.2209,8689432.461,Adventdalen
12689,2015,513949.0059,8689433.461,Adventdalen
12690,2015,513948.7909,8689434.461,Adventdalen
12691,2015,513948.5759,8689435.461,Adventdalen
12692,2015,513948.3609,8689436.461,Adventdalen
12693,2015,513948.1459,8689437.461,Adventdalen
12694,2015,513947.9309,8689438.461,Adventdalen
12695,2015,513947.7159,8689439.461,Adventdalen
12696,2015,513947.5009,8689440.461,Adventdalen
12697,2015,513947.2859,8689441.461,Adventdalen
12698,2015,513947.0709,8689442.461,Adventdalen
12699,2015,513946.8559,8689443.461,Adventdalen
12700,2015,513946.6409,8689444.461,Adventdalen
12701,2015,513946.4259,8689445.461,Adventdalen
12702,2015,513946.2109,8689446.461,Adventdalen
12703,2015,513945.9959,8689447.461,Adventdalen
12704,2015,513945.7809,8689448.461,Adventdalen
12705,2015,513945.5659,8689449.461,Adventdalen
12706,2015,513945.3509,8689450.461,Adventdalen
12707,2015,513945.1359,8689451.461,Adventdalen
12708,2015,513944.9209,8689452.461,Adventdalen
12709,2015,513944.7059,8689453.461,Adventdalen
12710,2015,513944.4909,8689454.461,Adventdalen
12711,2015,513944.2759,8689455.461,Adventdalen
12712,2015,513944.0609,8689456.461,Adventdalen
12713,2015,513943.8459,8689457.461,Adventdalen
12714,2015,513943.6309,8689458.461,Adventdalen
12715,2015,513943.4159,8689459.461,Adventdalen
12716,2015,513943.2009,8689460.461,Adventdalen
12717,2015,513942.9859,8689461.461,Adventdalen
12718,2015,513942.7709,8689462.461,Adventdalen
12719,2015,513942.5559,8689463.461,Adventdalen
12720,2015,513942.3409,8689464.461,Adventdalen
12721,2015,513942.1259,8689465.461,Adventdalen
12722,2015,513941.9109,8689466.461,Adventdalen
12723,2015,513941.6959,8689467.461,Adventdalen
12724,2015,513941.4809,8689468.461,Adventdalen
12725,2015,513941.2659,8689469.461,Adventdalen
12726,2015,513941.0509,8689470.461,Adventdalen
12727,2015,513940.8359,8689471.461,Adventdalen
12728,2015,513940.6209,8689472.461,Adventdalen
12729,2015,513940.4059,8689473.461,Adventdalen
12730,2015,513940.1909,8689474.461,Adventdalen
12731,2015,513939.9759,8689475.461,Adventdalen
12732,2015,513939.7609,8689476.461,Adventdalen
12733,2015,513939.5459,8689477.461,Adventdalen
12734,2015,513939.3309,8689478.461,Adventdalen
12735,2015,513939.1159,8689479.461,Adventdalen
12736,2015,523651.1364,8677379.986,Adventdalen
12737,2015,523652.1414,8677379.886,Adventdalen
12738,2015,523653.1464,8677379.786,Adventdalen
12739,2015,523654.1514,8677379.686,Adventdalen
12740,2015,523655.1564,8677379.586,Adventdalen
12741,2015,523656.1614,8677379.486,Adventdalen
12742,2015,523657.1664,8677379.386,Adventdalen
12743,2015,523658.1714,8677379.286,Adventdalen
12744,2015,523659.1764,8677379.186,Adventdalen
12745,2015,523660.1814,8677379.086,Adventdalen
12746,2015,523661.1864,8677378.986,Adventdalen
12747,2015,523662.1914,8677378.886,Adventdalen
12748,2015,523663.1964,8677378.786,Adventdalen
12749,2015,523664.2014,8677378.686,Adventdalen
12750,2015,523665.2064,8677378.586,Adventdalen
12751,2015,523666.2114,8677378.486,Adventdalen
12752,2015,523667.2164,8677378.386,Adventdalen
12753,2015,523668.2214,8677378.286,Adventdalen
12754,2015,523669.2264,8677378.186,Adventdalen
12755,2015,523670.2314,8677378.086,Adventdalen
12756,2015,523671.2364,8677377.986,Adventdalen
12757,2015,523672.2414,8677377.886,Adventdalen
12758,2015,523673.2464,8677377.786,Adventdalen
12759,2015,523674.2514,8677377.686,Adventdalen
12760,2015,523675.2564,8677377.586,Adventdalen
12761,2015,523676.2614,8677377.486,Adventdalen
12762,2015,523677.2664,8677377.386,Adventdalen
12763,2015,523678.2714,8677377.286,Adventdalen
12764,2015,523679.2764,8677377.186,Adventdalen
12765,2015,523680.2814,8677377.086,Adventdalen
12766,2015,523681.2864,8677376.986,Adventdalen
12767,2015,523682.2914,8677376.886,Adventdalen
12768,2015,523683.2964,8677376.786,Adventdalen
12769,2015,523684.3014,8677376.686,Adventdalen
12770,2015,523685.3064,8677376.586,Adventdalen
12771,2015,523686.3114,8677376.486,Adventdalen
12772,2015,523687.3164,8677376.386,Adventdalen
12773,2015,523688.3214,8677376.286,Adventdalen
12774,2015,523689.3264,8677376.186,Adventdalen
12775,2015,523690.3314,8677376.086,Adventdalen
12776,2015,523691.3364,8677375.986,Adventdalen
12777,2015,523692.3414,8677375.886,Adventdalen
12778,2015,523693.3464,8677375.786,Adventdalen
12779,2015,523694.3514,8677375.686,Adventdalen
12780,2015,523695.3564,8677375.586,Adventdalen
12781,2015,523696.3614,8677375.486,Adventdalen
12782,2015,523697.3664,8677375.386,Adventdalen
12783,2015,523698.3714,8677375.286,Adventdalen
12784,2015,523699.3764,8677375.186,Adventdalen
12785,2015,523700.3814,8677375.086,Adventdalen
12786,2015,523701.3864,8677374.986,Adventdalen
12787,2015,523702.3914,8677374.886,Adventdalen
12788,2015,523703.3964,8677374.786,Adventdalen
12789,2015,523704.4014,8677374.686,Adventdalen
12790,2015,523705.4064,8677374.586,Adventdalen
12791,2015,523706.4114,8677374.486,Adventdalen
12792,2015,523707.4164,8677374.386,Adventdalen
12793,2015,523708.4214,8677374.286,Adventdalen
12794,2015,523709.4264,8677374.186,Adventdalen
12795,2015,523710.4314,8677374.086,Adventdalen
12796,2015,523711.4364,8677373.986,Adventdalen
12797,2015,523712.4414,8677373.886,Adventdalen
12798,2015,523713.4464,8677373.786,Adventdalen
12799,2015,523714.4514,8677373.686,Adventdalen
12800,2015,523715.4564,8677373.586,Adventdalen
12801,2015,523716.4614,8677373.486,Adventdalen
12802,2015,523717.4664,8677373.386,Adventdalen
12803,2015,523718.4714,8677373.286,Adventdalen
12804,2015,523719.4764,8677373.186,Adventdalen
12805,2015,523720.4814,8677373.086,Adventdalen
12806,2015,523721.4864,8677372.986,Adventdalen
12807,2015,523722.4914,8677372.886,Adventdalen
12808,2015,523723.4964,8677372.786,Adventdalen
12809,2015,523724.5014,8677372.686,Adventdalen
12810,2015,523725.5064,8677372.586,Adventdalen
12811,2015,523726.5114,8677372.486,Adventdalen
12812,2015,523727.5164,8677372.386,Adventdalen
12813,2015,523728.5214,8677372.286,Adventdalen
12814,2015,523729.5264,8677372.186,Adventdalen
12815,2015,523730.5314,8677372.086,Adventdalen
12816,2015,523731.5364,8677371.986,Adventdalen
12817,2015,523732.5414,8677371.886,Adventdalen
12818,2015,523733.5464,8677371.786,Adventdalen
12819,2015,523734.5514,8677371.686,Adventdalen
12820,2015,523735.5564,8677371.586,Adventdalen
12821,2015,523736.5614,8677371.486,Adventdalen
12822,2015,523737.5664,8677371.386,Adventdalen
12823,2015,523738.5714,8677371.286,Adventdalen
12824,2015,523739.5764,8677371.186,Adventdalen
12825,2015,523740.5814,8677371.086,Adventdalen
12826,2015,523741.5864,8677370.986,Adventdalen
12827,2015,523742.5914,8677370.886,Adventdalen
12828,2015,523743.5964,8677370.786,Adventdalen
12829,2015,523744.6014,8677370.686,Adventdalen
12830,2015,523745.6064,8677370.586,Adventdalen
12831,2015,523746.6114,8677370.486,Adventdalen
12832,2015,523747.6164,8677370.386,Adventdalen
12833,2015,523748.6214,8677370.286,Adventdalen
12834,2015,523749.6264,8677370.186,Adventdalen
12835,2015,523750.6314,8677370.086,Adventdalen
12836,2015,523751.6364,8677369.986,Adventdalen
12837,2015,523752.6414,8677369.886,Adventdalen
12838,2015,523753.6464,8677369.786,Adventdalen
12839,2015,523754.6514,8677369.686,Adventdalen
12840,2015,523755.6564,8677369.586,Adventdalen
12841,2015,523756.6614,8677369.486,Adventdalen
12842,2015,523757.6664,8677369.386,Adventdalen
12843,2015,523758.6714,8677369.286,Adventdalen
12844,2015,523759.6764,8677369.186,Adventdalen
12845,2015,523760.6814,8677369.086,Adventdalen
12846,2015,523761.6864,8677368.986,Adventdalen
12847,2015,523762.6914,8677368.886,Adventdalen
12848,2015,523763.6964,8677368.786,Adventdalen
12849,2015,523764.7014,8677368.686,Adventdalen
12850,2015,523765.7064,8677368.586,Adventdalen
12851,2015,523766.7114,8677368.486,Adventdalen
12852,2015,523767.7164,8677368.386,Adventdalen
12853,2015,523768.7214,8677368.286,Adventdalen
12854,2015,523769.7264,8677368.186,Adventdalen
12855,2015,523770.7314,8677368.086,Adventdalen
12856,2015,523771.7364,8677367.986,Adventdalen
12857,2015,523772.7414,8677367.886,Adventdalen
12858,2015,523773.7464,8677367.786,Adventdalen
12859,2015,523774.7514,8677367.686,Adventdalen
12860,2015,523775.7564,8677367.586,Adventdalen
12861,2015,523776.7614,8677367.486,Adventdalen
12862,2015,523777.7664,8677367.386,Adventdalen
12863,2015,523778.7714,8677367.286,Adventdalen
12864,2015,523779.7764,8677367.186,Adventdalen
12865,2015,523780.7814,8677367.086,Adventdalen
12866,2015,523781.7864,8677366.986,Adventdalen
12867,2015,523782.7914,8677366.886,Adventdalen
12868,2015,523783.7964,8677366.786,Adventdalen
12869,2015,523784.8014,8677366.686,Adventdalen
12870,2015,523785.8064,8677366.586,Adventdalen
12871,2015,523786.8114,8677366.486,Adventdalen
12872,2015,523787.8164,8677366.386,Adventdalen
12873,2015,523788.8214,8677366.286,Adventdalen
12874,2015,523789.8264,8677366.186,Adventdalen
12875,2015,523790.8314,8677366.086,Adventdalen
12876,2015,523791.8364,8677365.986,Adventdalen
12877,2015,523792.8414,8677365.886,Adventdalen
12878,2015,523793.8464,8677365.786,Adventdalen
12879,2015,523794.8514,8677365.686,Adventdalen
12880,2015,523795.8564,8677365.586,Adventdalen
12881,2015,524430.3224,8677290,Adventdalen
12882,2015,524431.3224,8677290,Adventdalen
12883,2015,524432.3224,8677290,Adventdalen
12884,2015,524433.3224,8677290,Adventdalen
12885,2015,524434.3224,8677290,Adventdalen
12886,2015,524435.3224,8677290,Adventdalen
12887,2015,524436.3224,8677290,Adventdalen
12888,2015,524437.3224,8677290,Adventdalen
12889,2015,524438.3224,8677290,Adventdalen
12890,2015,524439.3224,8677290,Adventdalen
12891,2015,524440.3224,8677290,Adventdalen
12892,2015,524441.3224,8677290,Adventdalen
12893,2015,524442.3224,8677290,Adventdalen
12894,2015,524443.3224,8677290,Adventdalen
12895,2015,524444.3224,8677290,Adventdalen
12896,2015,524445.3224,8677290,Adventdalen
12897,2015,524446.3224,8677290,Adventdalen
12898,2015,524447.3224,8677290,Adventdalen
12899,2015,524448.3224,8677290,Adventdalen
12900,2015,524449.3224,8677290,Adventdalen
12901,2015,524450.3224,8677290,Adventdalen
12902,2015,524451.3224,8677290,Adventdalen
12903,2015,524452.3224,8677290,Adventdalen
12904,2015,524453.3224,8677290,Adventdalen
12905,2015,524454.3224,8677290,Adventdalen
12906,2015,524455.3224,8677290,Adventdalen
12907,2015,524456.3224,8677290,Adventdalen
12908,2015,524457.3224,8677290,Adventdalen
12909,2015,524458.3224,8677290,Adventdalen
12910,2015,524459.3224,8677290,Adventdalen
12911,2015,524460.3224,8677290,Adventdalen
12912,2015,524461.3224,8677290,Adventdalen
12913,2015,524462.3224,8677290,Adventdalen
12914,2015,524463.3224,8677290,Adventdalen
12915,2015,524464.3224,8677290,Adventdalen
12916,2015,524465.3224,8677290,Adventdalen
12917,2015,524466.3224,8677290,Adventdalen
12918,2015,524467.3224,8677290,Adventdalen
12919,2015,524468.3224,8677290,Adventdalen
12920,2015,524469.3224,8677290,Adventdalen
12921,2015,524470.3224,8677290,Adventdalen
12922,2015,524471.3224,8677290,Adventdalen
12923,2015,524472.3224,8677290,Adventdalen
12924,2015,524473.3224,8677290,Adventdalen
12925,2015,524474.3224,8677290,Adventdalen
12926,2015,524475.3224,8677290,Adventdalen
12927,2015,524476.3224,8677290,Adventdalen
12928,2015,524477.3224,8677290,Adventdalen
12929,2015,524478.3224,8677290,Adventdalen
12930,2015,524479.3224,8677290,Adventdalen
12931,2015,524480.3224,8677290,Adventdalen
12932,2015,524481.3224,8677290,Adventdalen
12933,2015,524482.3224,8677290,Adventdalen
12934,2015,524483.3224,8677290,Adventdalen
12935,2015,524484.3224,8677290,Adventdalen
12936,2015,524485.3224,8677290,Adventdalen
12937,2015,524486.3224,8677290,Adventdalen
12938,2015,524487.3224,8677290,Adventdalen
12939,2015,524488.3224,8677290,Adventdalen
12940,2015,524489.3224,8677290,Adventdalen
12941,2015,524490.3224,8677290,Adventdalen
12942,2015,524491.3224,8677290,Adventdalen
12943,2015,524492.3224,8677290,Adventdalen
12944,2015,524493.3224,8677290,Adventdalen
12945,2015,524494.3224,8677290,Adventdalen
12946,2015,524495.3224,8677290,Adventdalen
12947,2015,524496.3224,8677290,Adventdalen
12948,2015,524497.3224,8677290,Adventdalen
12949,2015,524498.3224,8677290,Adventdalen
12950,2015,524499.3224,8677290,Adventdalen
12951,2015,524500.3224,8677290,Adventdalen
12952,2015,524501.3224,8677290,Adventdalen
12953,2015,524502.3224,8677290,Adventdalen
12954,2015,524503.3224,8677290,Adventdalen
12955,2015,524504.3224,8677290,Adventdalen
12956,2015,524505.3224,8677290,Adventdalen
12957,2015,524506.3224,8677290,Adventdalen
12958,2015,524507.3224,8677290,Adventdalen
12959,2015,524508.3224,8677290,Adventdalen
12960,2015,524509.3224,8677290,Adventdalen
12961,2015,524510.3224,8677290,Adventdalen
12962,2015,524511.3224,8677290,Adventdalen
12963,2015,524512.3224,8677290,Adventdalen
12964,2015,524513.3224,8677290,Adventdalen
12965,2015,524514.3224,8677290,Adventdalen
12966,2015,524515.3224,8677290,Adventdalen
12967,2015,524516.3224,8677290,Adventdalen
12968,2015,524517.3224,8677290,Adventdalen
12969,2015,524518.3224,8677290,Adventdalen
12970,2015,524519.3224,8677290,Adventdalen
12971,2015,524520.3224,8677290,Adventdalen
12972,2015,524521.3224,8677290,Adventdalen
12973,2015,524522.3224,8677290,Adventdalen
12974,2015,524523.3224,8677290,Adventdalen
12975,2015,524524.3224,8677290,Adventdalen
12976,2015,524525.3224,8677290,Adventdalen
12977,2015,524526.3224,8677290,Adventdalen
12978,2015,524527.3224,8677290,Adventdalen
12979,2015,524528.3224,8677290,Adventdalen
12980,2015,524529.3224,8677290,Adventdalen
12981,2015,524530.3224,8677290,Adventdalen
12982,2015,524531.3224,8677290,Adventdalen
12983,2015,524532.3224,8677290,Adventdalen
12984,2015,524533.3224,8677290,Adventdalen
12985,2015,524534.3224,8677290,Adventdalen
12986,2015,524535.3224,8677290,Adventdalen
12987,2015,524536.3224,8677290,Adventdalen
12988,2015,524537.3224,8677290,Adventdalen
12989,2015,524538.3224,8677290,Adventdalen
12990,2015,524539.3224,8677290,Adventdalen
12991,2015,524540.3224,8677290,Adventdalen
12992,2015,524541.3224,8677290,Adventdalen
12993,2015,524542.3224,8677290,Adventdalen
12994,2015,524543.3224,8677290,Adventdalen
12995,2015,524544.3224,8677290,Adventdalen
12996,2015,524545.3224,8677290,Adventdalen
12997,2015,524546.3224,8677290,Adventdalen
12998,2015,524547.3224,8677290,Adventdalen
12999,2015,524548.3224,8677290,Adventdalen
13000,2015,524549.3224,8677290,Adventdalen
13001,2015,524550.3224,8677290,Adventdalen
13002,2015,524551.3224,8677290,Adventdalen
13003,2015,524552.3224,8677290,Adventdalen
13004,2015,524553.3224,8677290,Adventdalen
13005,2015,524554.3224,8677290,Adventdalen
13006,2015,524555.3224,8677290,Adventdalen
13007,2015,524556.3224,8677290,Adventdalen
13008,2015,524557.3224,8677290,Adventdalen
13009,2015,524558.3224,8677290,Adventdalen
13010,2015,524559.3224,8677290,Adventdalen
13011,2015,524560.3224,8677290,Adventdalen
13012,2015,524561.3224,8677290,Adventdalen
13013,2015,524562.3224,8677290,Adventdalen
13014,2015,524563.3224,8677290,Adventdalen
13015,2015,524564.3224,8677290,Adventdalen
13016,2015,524565.3224,8677290,Adventdalen
13017,2015,524566.3224,8677290,Adventdalen
13018,2015,524567.3224,8677290,Adventdalen
13019,2015,524568.3224,8677290,Adventdalen
13020,2015,524569.3224,8677290,Adventdalen
13021,2015,524570.3224,8677290,Adventdalen
13022,2015,524571.3224,8677290,Adventdalen
13023,2015,524572.3224,8677290,Adventdalen
13024,2015,524573.3224,8677290,Adventdalen
13025,2015,524574.3224,8677290,Adventdalen
13026,2015,524575.3224,8677290,Adventdalen
13027,2015,524576.3224,8677290,Adventdalen
13028,2015,524577.3224,8677290,Adventdalen
13029,2015,524578.3224,8677290,Adventdalen
13030,2015,524579.3224,8677290,Adventdalen
13031,2015,524580.3224,8677290,Adventdalen
13032,2015,524581.3224,8677290,Adventdalen
13033,2015,524582.3224,8677290,Adventdalen
13034,2015,524583.3224,8677290,Adventdalen
13035,2015,524584.3224,8677290,Adventdalen
13036,2015,524585.3224,8677290,Adventdalen
13037,2015,524586.3224,8677290,Adventdalen
13038,2015,524587.3224,8677290,Adventdalen
13039,2015,524588.3224,8677290,Adventdalen
13040,2015,524589.3224,8677290,Adventdalen
13041,2015,524590.3224,8677290,Adventdalen
13042,2015,524591.3224,8677290,Adventdalen
13043,2015,524592.3224,8677290,Adventdalen
13044,2015,524593.3224,8677290,Adventdalen
13045,2015,524594.3224,8677290,Adventdalen
13046,2015,524595.3224,8677290,Adventdalen
13047,2015,524596.3224,8677290,Adventdalen
13048,2015,524597.3224,8677290,Adventdalen
13049,2015,524598.3224,8677290,Adventdalen
13050,2015,524599.3224,8677290,Adventdalen
13051,2015,524600.3224,8677290,Adventdalen
13052,2015,524601.3224,8677290,Adventdalen
13053,2015,524602.3224,8677290,Adventdalen
13054,2015,524603.3224,8677290,Adventdalen
13055,2015,524604.3224,8677290,Adventdalen
13056,2015,524605.3224,8677290,Adventdalen
13057,2015,524606.3224,8677290,Adventdalen
13058,2015,524607.3224,8677290,Adventdalen
13059,2015,524608.3224,8677290,Adventdalen
13060,2015,524609.3224,8677290,Adventdalen
13061,2015,524610.3224,8677290,Adventdalen
13062,2015,524611.3224,8677290,Adventdalen
13063,2015,524612.3224,8677290,Adventdalen
13064,2015,524613.3224,8677290,Adventdalen
13065,2015,524614.3224,8677290,Adventdalen
13066,2015,524615.3224,8677290,Adventdalen
13067,2015,524616.3224,8677290,Adventdalen
13068,2015,524617.3224,8677290,Adventdalen
13069,2015,524618.3224,8677290,Adventdalen
13070,2015,524619.3224,8677290,Adventdalen
13071,2015,524620.3224,8677290,Adventdalen
13072,2015,524621.3224,8677290,Adventdalen
13073,2015,524622.3224,8677290,Adventdalen
13074,2015,524623.3224,8677290,Adventdalen
13075,2015,524624.3224,8677290,Adventdalen
13076,2015,524625.3224,8677290,Adventdalen
13077,2015,524626.3224,8677290,Adventdalen
13078,2015,524627.3224,8677290,Adventdalen
13079,2015,524628.3224,8677290,Adventdalen
13080,2015,524629.3224,8677290,Adventdalen
13081,2015,525431.5607,8676980.028,Adventdalen
13082,2015,525432.5607,8676980.078,Adventdalen
13083,2015,525433.5607,8676980.128,Adventdalen
13084,2015,525434.5607,8676980.178,Adventdalen
13085,2015,525435.5607,8676980.228,Adventdalen
13086,2015,525436.5607,8676980.278,Adventdalen
13087,2015,525437.5607,8676980.328,Adventdalen
13088,2015,525438.5607,8676980.378,Adventdalen
13089,2015,525439.5607,8676980.428,Adventdalen
13090,2015,525440.5607,8676980.478,Adventdalen
13091,2015,525441.5607,8676980.528,Adventdalen
13092,2015,525442.5607,8676980.578,Adventdalen
13093,2015,525443.5607,8676980.628,Adventdalen
13094,2015,525444.5607,8676980.678,Adventdalen
13095,2015,525445.5607,8676980.728,Adventdalen
13096,2015,525446.5607,8676980.778,Adventdalen
13097,2015,525447.5607,8676980.828,Adventdalen
13098,2015,525448.5607,8676980.878,Adventdalen
13099,2015,525449.5607,8676980.928,Adventdalen
13100,2015,525450.5607,8676980.978,Adventdalen
13101,2015,525451.5607,8676981.028,Adventdalen
13102,2015,525452.5607,8676981.078,Adventdalen
13103,2015,525453.5607,8676981.128,Adventdalen
13104,2015,525454.5607,8676981.178,Adventdalen
